Product,SKU,Date,Revenue,CMGR,Period,%Total Revenue,Average Revenue
PREMIUM PORTUGUESE SEA SALT,105390,2012-07-19,26.9,3.563018369750881,44.0,0.0009715485404919274,120.03709832654123
PREMIUM RAW WHEAT GERM,140123,2012-07-19,25.0,5.372497273607313,44.0,0.0009029261528735384,120.03709832654123
PSYLLIUM SEEDS,140168,2012-07-19,60.0,7.097772172266792,44.0,0.0021670227668964923,120.03709832654123
PUMPKIN SEEDS,130002,2012-07-19,15.0,7.249876656362986,44.0,0.0005417556917241231,120.03709832654123
RAW ALMONDS - SHELLED,ALMONDSRAWSHELLED,2012-07-19,22.7,7.583275000831513,44.0,0.0008198569468091729,120.03709832654123
RAW CASHEW NUT,CASHEWNUTRAW,2012-07-19,26.6,8.507633351947641,44.0,0.0009607134266574449,120.03709832654123
RAW SUNFLOWER SEED SHELLED,1526C204,2012-07-19,47.61,6.181379765573514,44.0,0.0017195325655323668,120.03709832654123
RED CURLY FRISEE,REDCURLYFRISEE,2012-07-19,12.19,5.503600693518074,44.0,0.0004402667921411374,120.03709832654123
RED PLUM,REDPLUM,2012-07-19,52.0,0.0,44.0,0.00187808639797696,120.03709832654123
THYME,THYME,2012-07-19,5.42,10.306704050190717,44.0,0.00019575438994298315,120.03709832654123
TOMATO,TOMATOES,2012-07-19,26.0,4.782964800177503,44.0,0.00093904319898848,120.03709832654123
VEAL ESCALOPE (BIFTEK),VEALESCALOPE,2012-07-19,408.0,5.280495921766004,44.0,0.014735754814896147,120.03709832654123
VEAL LIVER,VEALLIVER,2012-07-19,102.0,4.837779721696878,44.0,0.003683938703724037,120.03709832654123
VEAL PICATTA,VEALPICATTA,2012-07-19,204.0,4.965409110515795,44.0,0.007367877407448074,120.03709832654123
VEAL RIBS (BEIT KALAWY),VEALRIBS(BEITKALAWY),2012-07-19,326.4,0.994269591785768,44.0,0.011788603851916917,120.03709832654123
VEAL SHANKS (MOWAZ),VEALSHANKS(MOWAZ),2012-07-19,387.6,2.132193034897645,44.0,0.01399896707415134,120.03709832654123
WHEAT GRASS,13,2012-07-19,21.5,5.030351834149149,44.0,0.0007765164914712431,120.03709832654123
WHITE PEACH,WHITEPEACH,2012-07-19,15.22,1.2799765260455676,44.0,0.0005497014418694102,120.03709832654123
WHOLE CHICKEN,WHOLECHICKEN,2012-07-19,28.4,6.451077512729908,44.0,0.0010257241096643397,120.03709832654123
AVOCADO,AVOCADO,2012-07-26,41.28,10.620630539726372,44.0,0.0014909116636247868,120.03709832654123
BANANA,BANANA,2012-07-26,16.28,8.715679003584299,44.0,0.0005879855107512482,120.03709832654123
BEEF (KOLATA),BEEF(KOLATA),2012-07-26,76.5,0.8851800495114137,44.0,0.0027629540277930276,120.03709832654123
BEEF (TRIBIANCO),BEEF(TILIBIANCO),2012-07-26,163.2,3.182325028964761,44.0,0.005894301925958459,120.03709832654123
BEEF ESCALOPE,BEEFESCALOPE,2012-07-26,81.6,4.521774346165408,44.0,0.0029471509629792293,120.03709832654123
BEEF FILLET,BEEFFILLET,2012-07-26,1040.36,4.838648230992848,44.0,0.037574730096140575,120.03709832654123
BEEF MINCE,BEEFMINCE,2012-07-26,71.4,6.789590357501374,44.0,0.0025787570926068264,120.03709832654123
BEEF SHANKS (MOWAZ),BEEFSHANKS(MOWAZ),2012-07-26,227.88,0.9949099111832505,44.0,0.008230352468672878,120.03709832654123
BEET ROOT,BEETROOT,2012-07-26,9.76,6.076317100138273,44.0,0.0003525023700818294,120.03709832654123
CHICKEN BREASTS,CHICKENBREASTS,2012-07-26,412.2,6.831000966218426,44.0,0.014887446408578902,120.03709832654123
CHICKEN CUTLETS (SHISHTAWOOK),CHICKENCUTLETS(SHISHTAWOOK),2012-07-26,158.8,2.6368791721993246,44.0,0.005735386923052717,120.03709832654123
CHICORY WHITE ENDIVE,CHICORYWHITEENDIVE,2012-07-26,82.4,5.406472531843409,44.0,0.002976044599871183,120.03709832654123
CITRUS FLOWER HONEY,CITRUSFLOWERHONEY,2012-07-26,47.5,6.600925301722094,44.0,0.001715559690459723,120.03709832654123
COLORED FRENCH LETTUCE,COLOREDFRENCHLETTUCE,2012-07-26,37.95,7.570966855909855,44.0,0.0013706419000620315,120.03709832654123
CUCUMBER,CUCUMBER,2012-07-26,10.4,9.504053581656269,44.0,0.000375617279595392,120.03709832654123
DRIED BLUEBERRIES,DRIEDBLUEBERRIES,2012-07-26,53.93,8.320385993724532,44.0,0.0019477922969787973,120.03709832654123
DRIED CRANBERRY,DRIEDCRANBERRY,2012-07-26,53.93,8.26557536126209,44.0,0.0019477922969787973,120.03709832654123
DRIED GOJI BERRIES,DRIEDGOJIBERRIES,2012-07-26,72.75,6.763740259001039,44.0,0.002627515104861997,120.03709832654123
FRESH GINGER,FRESHGINGER,2012-07-26,12.74,7.956570554835474,44.0,0.0004601311675043552,120.03709832654123
FRESH ROSEMARY,FRESHROSEMARY,2012-07-26,8.14,3.7255346148253654,44.0,0.0002939927553756241,120.03709832654123
GALIA MELON,GALIAMELON,2012-07-26,10.4,1.5878083105551388,44.0,0.000375617279595392,120.03709832654123
GREEN ASPARAGUS,GREENASPARAGUS,2012-07-26,97.5,5.489725528272693,44.0,0.0035214119962068,120.03709832654123
GREEN BEANS,GREENBEANS,2012-07-26,4.88,12.526610701946051,44.0,0.0001762511850409147,120.03709832654123
ITALIAN BASIL,ITALIANBASIL,2012-07-26,5.42,9.474178494634033,44.0,0.00019575438994298315,120.03709832654123
KOFTA,KOFTA,2012-07-26,71.4,3.629345533302808,44.0,0.0025787570926068264,120.03709832654123
LARGE EUROPEAN LEMON,LARGEEUROPEANLEMON,2012-07-26,40.7,0.5386929837094101,44.0,0.0014699637768781208,120.03709832654123
LOLLO BIONDA,LOLLOBIONDA,2012-07-26,16.28,9.362686781658503,44.0,0.0005879855107512482,120.03709832654123
MANGO (HINDI SENARA),MANGO(HINDISENARA),2012-07-26,25.0,5.6009962934181035,44.0,0.0009029261528735384,120.03709832654123
MARJORAM,MARJORAM,2012-07-26,4.07,6.542101786336674,44.0,0.00014699637768781206,120.03709832654123
MUSHROOMS,MUSHROOMS,2012-07-26,13.56,2.809749937244832,44.0,0.0004897471453186073,120.03709832654123
ORGANIC BROWN RICE PASTA - ELBOW,ORGANICBROWNRICEPASTA-ELBOW,2012-07-26,78.66,2.678775616330986,44.0,0.0028409668474013014,120.03709832654123
ORGANIC BROWN RICE PASTA - ROTINI,00630-0,2012-07-26,117.99,2.5282783729557945,44.0,0.0042614502711019525,120.03709832654123
ORGANIC BUCKWHEAT,113040,2012-07-26,81.0,4.521774346165408,44.0,0.0029254807353102648,120.03709832654123
PEACH,PEACH,2012-07-26,9.49,1.4168508097740506,44.0,0.0003427507676307952,120.03709832654123
PEPPER MINT,PEPPERMINT,2012-07-26,4.07,5.6009962934181035,44.0,0.00014699637768781206,120.03709832654123
PINK GRAPEFRUIT,PINKGRAPEFRUIT,2012-07-26,6.77,1.5878083105551388,44.0,0.00024451240219815424,120.03709832654123
POTATOES NICOLA,POTATOESNICOLA,2012-07-26,14.64,4.9840100518293795,44.0,0.0005287535551227442,120.03709832654123
PREMIUM BROWN SUGAR,PREMIUMBROWNSUGAR,2012-07-26,12.35,5.8361262625656,44.0,0.000446045519519528,120.03709832654123
PREMIUM PORTUGUESE SEA SALT,105390,2012-07-26,26.9,3.563018369750881,44.0,0.0009715485404919274,120.03709832654123
PUMPKIN,PUMPKIN,2012-07-26,29.9,9.119260299994947,44.0,0.001079899678836752,120.03709832654123
RAW ALMONDS - SHELLED,ALMONDSRAWSHELLED,2012-07-26,45.4,7.583275000831513,44.0,0.0016397138936183459,120.03709832654123
RAW CASHEW NUT,CASHEWNUTRAW,2012-07-26,26.6,8.507633351947641,44.0,0.0009607134266574449,120.03709832654123
SUCRINE LETTUCE,SUCRINELETTUCE,2012-07-26,12.19,7.400450323544816,44.0,0.0004402667921411374,120.03709832654123
TEA TREE THERAPY LIQUID SOAP,60360,2012-07-26,37.26,4.521774346165408,44.0,0.0013457211382427218,120.03709832654123
THE BEST ORGANIC SOY MILK,100020,2012-07-26,106.0,5.54583534087818,44.0,0.0038284068881838033,120.03709832654123
TOMATO,TOMATOES,2012-07-26,9.75,4.782964800177503,44.0,0.00035214119962068,120.03709832654123
VEAL CUTLETS (KABBAB 7ALA),VEALCUTLETS(KABBAB7ALA),2012-07-26,408.0,3.476173774448532,44.0,0.014735754814896147,120.03709832654123
VEAL ESCALOPE (BIFTEK),VEALESCALOPE,2012-07-26,510.0,5.280495921766004,44.0,0.018419693518620186,120.03709832654123
VEAL LIVER,VEALLIVER,2012-07-26,204.0,4.837779721696878,44.0,0.007367877407448074,120.03709832654123
VEAL PICATTA,VEALPICATTA,2012-07-26,408.0,4.965409110515795,44.0,0.014735754814896147,120.03709832654123
VEAL RIBS,VEALRIBS,2012-07-26,153.0,0.9257705998790833,44.0,0.005525908055586055,120.03709832654123
VEAL SHANKS (MOWAZ),VEALSHANKS(MOWAZ),2012-07-26,612.0,2.132193034897645,44.0,0.02210363222234422,120.03709832654123
WHOLE CHICKEN,WHOLECHICKEN,2012-07-26,284.0,6.451077512729908,44.0,0.010257241096643397,120.03709832654123
ZUCCHINI,ZUCCHINI,2012-07-26,17.1,9.731088807248756,44.0,0.0006176014885655004,120.03709832654123
ALMONDS SHELL ON - ROASTED & SALTED,ALMONDROASTEDSALTEDINSHELL-KG,2012-08-02,21.43,6.344218782053734,43.0,0.0007739882982431972,120.03709832654123
AVOCADO,AVOCADO,2012-08-02,82.56,10.620630539726372,44.0,0.0029818233272495736,120.03709832654123
BEEF (KOLATA),BEEF(KOLATA),2012-08-02,153.0,0.8851800495114137,44.0,0.005525908055586055,120.03709832654123
BEEF FILLET,BEEFFILLET,2012-08-02,260.09,4.838648230992848,44.0,0.009393682524035144,120.03709832654123
BEEF MINCE,BEEFMINCE,2012-08-02,142.8,6.789590357501374,44.0,0.005157514185213653,120.03709832654123
BEEF SHANKS (MOWAZ),BEEFSHANKS(MOWAZ),2012-08-02,75.96,0.9949099111832505,44.0,0.002743450822890959,120.03709832654123
CHICORY WHITE ENDIVE,CHICORYWHITEENDIVE,2012-08-02,164.8,5.406472531843409,44.0,0.005952089199742366,120.03709832654123
COLORED FRENCH LETTUCE,COLOREDFRENCHLETTUCE,2012-08-02,7.59,7.570966855909855,44.0,0.00027412838001240626,120.03709832654123
DRIED GOJI BERRIES,DRIEDGOJIBERRIES,2012-08-02,72.75,6.763740259001039,44.0,0.002627515104861997,120.03709832654123
FRESH ROSEMARY,FRESHROSEMARY,2012-08-02,8.14,3.7255346148253654,44.0,0.0002939927553756241,120.03709832654123
GOLDEN FLAXSEEDS,GOLDENFLAXSEEDS,2012-08-02,43.8,5.248867693279058,44.0,0.0015819266198344394,120.03709832654123
GREEN BEANS,GREENBEANS,2012-08-02,9.76,12.526610701946051,44.0,0.0003525023700818294,120.03709832654123
HIGH GRADE BEE POLLEN DUST,140063,2012-08-02,87.0,4.521774346165408,44.0,0.003142183011999914,120.03709832654123
LARGE EUROPEAN LEMON,LARGEEUROPEANLEMON,2012-08-02,8.14,0.5386929837094101,44.0,0.0002939927553756241,120.03709832654123
LEEK,LEEKS,2012-08-02,10.84,0.0,43.0,0.0003915087798859663,120.03709832654123
LOLLA ROSSA,LOLLAROSSA,2012-08-02,32.56,11.561157996854487,44.0,0.0011759710215024964,120.03709832654123
LOLLO BIONDA,LOLLOBIONDA,2012-08-02,8.14,9.362686781658503,44.0,0.0002939927553756241,120.03709832654123
MESCULUN,MESCULUN,2012-08-02,6.77,3.023729499413208,43.0,0.00024451240219815424,120.03709832654123
ORGANIC BROWN RICE PASTA - ELBOW,ORGANICBROWNRICEPASTA-ELBOW,2012-08-02,78.66,2.678775616330986,44.0,0.0028409668474013014,120.03709832654123
ORGANIC BROWN RICE PASTA - ROTINI,00630-0,2012-08-02,78.66,2.5282783729557945,44.0,0.0028409668474013014,120.03709832654123
ORGANIC BROWN RICE PASTA - SPAGHETTI,ORGANICBROWNRICEPASTA-PSPAGHETTI,2012-08-02,78.66,3.276472345600001,43.0,0.0028409668474013014,120.03709832654123
ORGANIC BUCKWHEAT,113040,2012-08-02,81.0,4.521774346165408,44.0,0.0029254807353102648,120.03709832654123
POTATOES NICOLA,POTATOESNICOLA,2012-08-02,4.88,4.9840100518293795,44.0,0.0001762511850409147,120.03709832654123
PREMIUM RAW WHEAT GERM,140123,2012-08-02,25.0,5.372497273607313,44.0,0.0009029261528735384,120.03709832654123
RAW ALMONDS - SHELLED,ALMONDSRAWSHELLED,2012-08-02,45.4,7.583275000831513,44.0,0.0016397138936183459,120.03709832654123
RAW CASHEW NUT,CASHEWNUTRAW,2012-08-02,53.2,8.507633351947641,44.0,0.0019214268533148898,120.03709832654123
RAW PECAN,PECANRAW,2012-08-02,49.14,10.650348441196055,44.0,0.0017747916460882271,120.03709832654123
RED CURLY BATAVIA,REDCURLYBATAVIA,2012-08-02,12.22,2.587829924448326,43.0,0.0004413503035245856,120.03709832654123
SILVER BEET,SILVERBEET,2012-08-02,12.24,6.309743118938771,43.0,0.0004420726444468844,120.03709832654123
SUCRINE LETTUCE,SUCRINELETTUCE,2012-08-02,12.19,7.400450323544816,44.0,0.0004402667921411374,120.03709832654123
THE BEST ORGANIC SOY MILK,100020,2012-08-02,79.5,5.54583534087818,44.0,0.0028713051661378524,120.03709832654123
TOFU,TOFU,2012-08-02,10.0,2.7169026563300003,43.0,0.0003611704611494154,120.03709832654123
TOMATO,TOMATOES,2012-08-02,3.25,4.782964800177503,44.0,0.00011738039987356,120.03709832654123
VEAL RIBS (BEIT KALAWY),VEALRIBS(BEITKALAWY),2012-08-02,163.2,0.994269591785768,44.0,0.005894301925958459,120.03709832654123
WHEAT GRASS,13,2012-08-02,21.5,5.030351834149149,44.0,0.0007765164914712431,120.03709832654123
WHITE PEACH,WHITEPEACH,2012-08-02,22.830000000000002,1.2799765260455676,44.0,0.0008245521628041153,120.03709832654123
WHOLE CHICKEN,WHOLECHICKEN,2012-08-02,624.8,6.451077512729908,44.0,0.02256593041261547,120.03709832654123
ZUCCHINI,ZUCCHINI,2012-08-02,17.1,9.731088807248756,44.0,0.0006176014885655004,120.03709832654123
AMERICAN GREEN APPLE,AMERICANGREENAPPLE,2012-08-09,62.52,6.810306164613178,44.0,0.002258037723106145,120.03709832654123
AMERICAN RED APPLE,AMERICANREDAPPLE,2012-08-09,55.28,5.011920514778856,44.0,0.0019965503092339684,120.03709832654123
AVOCADO,AVOCADO,2012-08-09,206.4,10.620630539726372,44.0,0.0074545583181239335,120.03709832654123
BANANA,BANANA,2012-08-09,24.42,8.715679003584299,44.0,0.0008819782661268723,120.03709832654123
BEEF (KOLATA),BEEF(KOLATA),2012-08-09,306.0,0.8851800495114137,44.0,0.01105181611117211,120.03709832654123
BEEF ESCALOPE,BEEFESCALOPE,2012-08-09,163.2,4.521774346165408,44.0,0.005894301925958459,120.03709832654123
BEEF FILLET,BEEFFILLET,2012-08-09,1300.4499999999998,4.838648230992848,44.0,0.04696841262017572,120.03709832654123
BEEF MINCE,BEEFMINCE,2012-08-09,642.6,6.789590357501374,44.0,0.023208813833461434,120.03709832654123
BEET ROOT,BEETROOT,2012-08-09,14.64,6.076317100138273,44.0,0.0005287535551227442,120.03709832654123
CHICKEN BREASTS,CHICKENBREASTS,2012-08-09,1007.5999999999999,6.831000966218426,44.0,0.03639153566541509,120.03709832654123
CHICKEN CUTLETS (SHISHTAWOOK),CHICKENCUTLETS(SHISHTAWOOK),2012-08-09,39.7,2.6368791721993246,44.0,0.0014338467307631793,120.03709832654123
CHICORY WHITE ENDIVE,CHICORYWHITEENDIVE,2012-08-09,41.2,5.406472531843409,44.0,0.0014880222999355914,120.03709832654123
CHIVES,CHIVES,2012-08-09,16.259999999999998,10.166102493824901,44.0,0.0005872631698289494,120.03709832654123
CITRUS FLOWER HONEY,CITRUSFLOWERHONEY,2012-08-09,950.0,6.600925301722094,44.0,0.034311193809194465,120.03709832654123
COLORED FRENCH LETTUCE,COLOREDFRENCHLETTUCE,2012-08-09,83.49000000000001,7.570966855909855,44.0,0.003015412180136469,120.03709832654123
CUCUMBER,CUCUMBER,2012-08-09,31.200000000000003,9.504053581656269,44.0,0.0011268518387861763,120.03709832654123
DRIED APRICOTS,DRIEDAPRICOTS,2012-08-09,25.0,8.041186528985689,44.0,0.0009029261528735384,120.03709832654123
DRIED DATES - KHEIR MISR,DRIEDDATES,2012-08-09,30.0,5.372497273607313,44.0,0.0010835113834482461,120.03709832654123
DRIED FIGS,DRIEDFIGS,2012-08-09,12.6,6.343653004606931,44.0,0.00045507478104826336,120.03709832654123
FIGS,FIGS,2012-08-09,83.4,1.1950509151536837,43.0,0.003012161645986124,120.03709832654123
FRESH ROSEMARY,FRESHROSEMARY,2012-08-09,8.14,3.7255346148253654,44.0,0.0002939927553756241,120.03709832654123
GALIA MELON,GALIAMELON,2012-08-09,31.200000000000003,1.5878083105551388,44.0,0.0011268518387861763,120.03709832654123
GOLDEN FLAXSEED MEAL,1236C164,2012-08-09,43.9,7.54171466416742,44.0,0.0015855383244459335,120.03709832654123
GRANOLA HONEY OAT,1278C124,2012-08-09,45.54,5.810032187784264,44.0,0.0016447702800744376,120.03709832654123
GREEN ASPARAGUS,GREENASPARAGUS,2012-08-09,260.0,5.489725528272693,44.0,0.0093904319898848,120.03709832654123
GREEN BEANS,GREENBEANS,2012-08-09,19.52,12.526610701946051,44.0,0.0007050047401636588,120.03709832654123
HAMBURGER,HAMBURGER,2012-08-09,62.8,3.3857171956887866,44.0,0.0022681504960183284,120.03709832654123
HIGH GRADE BEE POLLEN DUST,140063,2012-08-09,87.0,4.521774346165408,44.0,0.003142183011999914,120.03709832654123
ITALIAN BASIL,ITALIANBASIL,2012-08-09,10.84,9.474178494634033,44.0,0.0003915087798859663,120.03709832654123
KIWI,KIWI,2012-08-09,8.88,12.947789130522835,43.0,0.0003207193695006809,120.03709832654123
KOFTA,KOFTA,2012-08-09,71.4,3.629345533302808,44.0,0.0025787570926068264,120.03709832654123
LARGE EUROPEAN LEMON,LARGEEUROPEANLEMON,2012-08-09,8.14,0.5386929837094101,44.0,0.0002939927553756241,120.03709832654123
LEEK,LEEKS,2012-08-09,27.1,0.0,43.0,0.0009787719497149157,120.03709832654123
LEMONGRASS,LEMONGRASS,2012-08-09,12.19,6.348004873724755,44.0,0.0004402667921411374,120.03709832654123
LOLLA ROSSA,LOLLAROSSA,2012-08-09,48.84,11.561157996854487,44.0,0.0017639565322537447,120.03709832654123
LOLLO BIONDA,LOLLOBIONDA,2012-08-09,48.84,9.362686781658503,44.0,0.0017639565322537447,120.03709832654123
MANGO (HINDI SENARA),MANGO(HINDISENARA),2012-08-09,50.0,5.6009962934181035,44.0,0.001805852305747077,120.03709832654123
MESCULUN,MESCULUN,2012-08-09,47.39,3.023729499413208,43.0,0.0017115868153870794,120.03709832654123
MISO - HACHO,MISO-HACHO,2012-08-09,78.99,3.813806724796742,43.0,0.002852885472619232,120.03709832654123
MUSHROOMS,MUSHROOMS,2012-08-09,27.12,2.809749937244832,44.0,0.0009794942906372146,120.03709832654123
ORGANIC QUINOA,106900,2012-08-09,49.68,9.891185037644101,44.0,0.0017942948509902957,120.03709832654123
PEACH,PEACH,2012-08-09,47.45,1.4168508097740506,44.0,0.001713753838153976,120.03709832654123
PEPPER MINT,PEPPERMINT,2012-08-09,4.07,5.6009962934181035,44.0,0.00014699637768781206,120.03709832654123
PINK GRAPEFRUIT,PINKGRAPEFRUIT,2012-08-09,13.54,1.5878083105551388,44.0,0.0004890248043963085,120.03709832654123
POTATOES NICOLA,POTATOESNICOLA,2012-08-09,63.440000000000005,4.9840100518293795,44.0,0.0022912654055318917,120.03709832654123
PREMIUM BROWN SUGAR,PREMIUMBROWNSUGAR,2012-08-09,49.4,5.8361262625656,44.0,0.001784182078078112,120.03709832654123
PREMIUM NORWEGIAN SALMON STEAK,PREMIUMNORWEGIANSALMONSTEAK,2012-08-09,199.44,5.120478661223116,44.0,0.0072031836771639405,120.03709832654123
PREMIUM NORWEGIAN SMOKED SALMON,PREMIUMNORWEGIANSMOKEDSALMON,2012-08-09,48.9,8.618592956761084,44.0,0.0017661235550206413,120.03709832654123
PSYLLIUM SEEDS,140168,2012-08-09,30.0,7.097772172266792,44.0,0.0010835113834482461,120.03709832654123
PUMPKIN,PUMPKIN,2012-08-09,29.9,9.119260299994947,44.0,0.001079899678836752,120.03709832654123
PUMPKIN SEEDS,130002,2012-08-09,30.0,7.249876656362986,44.0,0.0010835113834482461,120.03709832654123
RAW ALMONDS - SHELLED,ALMONDSRAWSHELLED,2012-08-09,22.7,7.583275000831513,44.0,0.0008198569468091729,120.03709832654123
RAW CASHEW NUT,CASHEWNUTRAW,2012-08-09,26.6,8.507633351947641,44.0,0.0009607134266574449,120.03709832654123
RAW PECAN,PECANRAW,2012-08-09,49.14,10.650348441196055,44.0,0.0017747916460882271,120.03709832654123
RAW SUNFLOWER SEED SHELLED,1526C204,2012-08-09,47.61,6.181379765573514,44.0,0.0017195325655323668,120.03709832654123
RAW WALNUT - SHELLED,WALNUTSHELLEDRAW-KG,2012-08-09,28.65,6.499427572682359,44.0,0.001034753371193075,120.03709832654123
RED CURLY BATAVIA,REDCURLYBATAVIA,2012-08-09,85.54,2.587829924448326,43.0,0.0030894521246720994,120.03709832654123
RED CURLY FRISEE,REDCURLYFRISEE,2012-08-09,85.33,5.503600693518074,44.0,0.0030818675449879617,120.03709832654123
RED ROMAINE,REDROMAINE,2012-08-09,56.980000000000004,9.321878314404364,44.0,0.002057949287629369,120.03709832654123
SAUSAGE (SOGO2),SAUSAGE(SOGO2),2012-08-09,183.60000000000002,4.839459296544657,44.0,0.006631089666703268,120.03709832654123
SHORT GRAIN BROWN RICE,SHORTGRAINBROWNRICE,2012-08-09,31.8,8.19519003689173,44.0,0.001148522066455141,120.03709832654123
SUCRINE LETTUCE,SUCRINELETTUCE,2012-08-09,85.33,7.400450323544816,44.0,0.0030818675449879617,120.03709832654123
TOFU,TOFU,2012-08-09,10.0,2.7169026563300003,43.0,0.0003611704611494154,120.03709832654123
TOMATO,TOMATOES,2012-08-09,35.75,4.782964800177503,44.0,0.0012911843986091601,120.03709832654123
VEAL ESCALOPE (BIFTEK),VEALESCALOPE,2012-08-09,102.0,5.280495921766004,44.0,0.003683938703724037,120.03709832654123
VEAL LIVER,VEALLIVER,2012-08-09,102.0,4.837779721696878,44.0,0.003683938703724037,120.03709832654123
VEAL PICATTA,VEALPICATTA,2012-08-09,510.0,4.965409110515795,44.0,0.018419693518620186,120.03709832654123
VEAL SHANKS (MOWAZ),VEALSHANKS(MOWAZ),2012-08-09,714.0,2.132193034897645,44.0,0.02578757092606826,120.03709832654123
WHEAT GRASS,13,2012-08-09,21.5,5.030351834149149,44.0,0.0007765164914712431,120.03709832654123
WHOLE CHICKEN,WHOLECHICKEN,2012-08-09,744.08,6.451077512729908,44.0,0.0268739716732057,120.03709832654123
ZUCCHINI,ZUCCHINI,2012-08-09,3.42,9.731088807248756,44.0,0.00012352029771310006,120.03709832654123
CHIVES,CHIVES,2012-08-16,5.42,10.166102493824901,44.0,0.00019575438994298315,120.03709832654123
COLORED FRENCH LETTUCE,COLOREDFRENCHLETTUCE,2012-08-16,7.59,7.570966855909855,44.0,0.00027412838001240626,120.03709832654123
GRANOLA HONEY OAT,1278C124,2012-08-16,45.54,5.810032187784264,44.0,0.0016447702800744376,120.03709832654123
GREEN ASPARAGUS,GREENASPARAGUS,2012-08-16,32.5,5.489725528272693,44.0,0.0011738039987356,120.03709832654123
ITALIAN BASIL,ITALIANBASIL,2012-08-16,5.42,9.474178494634033,44.0,0.00019575438994298315,120.03709832654123
MESCULUN,MESCULUN,2012-08-16,6.77,3.023729499413208,43.0,0.00024451240219815424,120.03709832654123
OLD COUNTRY STYLE MUESLI,1183C184,2012-08-16,48.6,7.272121757014838,44.0,0.0017552884411861588,120.03709832654123
OLD FASHIONED ROLLED OATS,1982C324,2012-08-16,144.9,3.7255346148253654,44.0,0.005233359982055029,120.03709832654123
ORGANIC BUCKWHEAT,113040,2012-08-16,81.0,4.521774346165408,44.0,0.0029254807353102648,120.03709832654123
ORGANIC QUINOA,106900,2012-08-16,99.36,9.891185037644101,44.0,0.0035885897019805914,120.03709832654123
PREMIUM FLAX SEEDS,140166,2012-08-16,20.0,7.855928530917589,44.0,0.0007223409222988308,120.03709832654123
PREMIUM WHEY PROTEIN,140161,2012-08-16,80.0,6.789590357501374,44.0,0.002889363689195323,120.03709832654123
